0.0000	-1.8882
0.2500	0.2871
0.5000	1.1164
0.7500	3.4159
1.0000	1.7742
1.2500	3.1394
1.5000	3.3281
1.7500	1.6502
2.0000	1.2614
2.2500	1.2047
2.5000	-1.3624
2.7500	-2.7287
3.0000	-3.6527
3.2500	-4.3735
3.5000	-3.2184
3.7500	-4.1076
4.0000	-1.6145
4.2500	-2.3430
4.5000	-1.3297
4.7500	0.5004
5.0000	1.9727
5.2500	2.0873
5.5000	3.5631
5.7500	3.9627
6.0000	2.4321
6.2500	3.3816
6.5000	0.5274
6.7500	2.9934
7.0000	-0.0247
7.2500	-3.1494
7.5000	-2.6381
7.7500	-2.3385
8.0000	-3.9574
8.2500	-5.6238
8.5000	-2.7187
8.7500	-1.0194
9.0000	-2.4963
9.2500	-0.3089
9.5000	1.0027
9.7500	1.6440
